source,product_type,order_id,site,material_name,material_number,material_quality_norm,defect_notes,nominal_thickness_mm,width_mm,length_mm,mass_min_kg,inco_term,min/max_bid_eur_per_ton,valid_until
supplier_2,SHEET,0.7722308892356295,1 company gmbh,S235JR,0.0,DIN EN 10025,DEKL-S235JR  / D2A ZSM,0.47115637896215656,0.21064814814814803,0.5103938730853392,0.010272443054935236,FCA,0.9230769230769229,2025-02-20 11:00
supplier_2,SHEET,0.7737909516381478,1 company gmbh,S235JR,0.0,DIN EN 10025,DEKL-S235JR  / D2A KRA,0.47221002721924665,0.5659722222222222,0.9452954048140045,0.018311746315319337,Unknown,0.9230769230769229,2025-02-20 11:00
supplier_2,SHEET,0.7753510140406661,1 company gmbh,S235JR,0.0,DIN EN 10025,DEKL-S235JR  / D2A KRA,0.4725612433049434,0.5104166666666666,0.29102844638949676,0.061098704778919155,FCA,0.9230769230769229,2025-02-20 11:00
supplier_2,SHEET,0.7769110764430707,1 company gmbh,S235JR,0.0,DN EN 10025,DEKL-S235JR  / D2A REI,0.6479936781104575,0.798611111111111,0.5612691466083151,0.09522108083966055,FCA,0.9230769230769229,2025-02-20 11:00
supplier_2,SHET,0.7784711388455889,1 company gmbh,S23SJR,0.0,DIN EN 10025,Unknown,0.8223724646588815,0.798611111111111,0.5656455142231949,0.09423849933005807,FCA,0.9230769230769229,2025-02-20 11:00
supplier_2,SHEET,0.7800312012481072,1 company gmbh,S355JR,0.006071118820468513,DIN EN 10025,DEKL-S355JR  / D2A KRA,0.9981561155500922,0.8055555555555555,0.29102844638949676,0.12639571237159447,FCA,0.9230769230769229,2025-02-20 11:00
supplier_2,SHET,0.7815912636506255,1 company gmbh,Unknown,0.006071118820468513,DIN EN 10025,Unknown,0.9981561155500922,0.804398148148148,0.29102844638949676,0.12594908441268424,FCA,0.9230769230769229,2025-02-20 11:00
supplier_2,SHET,0.7831513260531437,1 company gmbh,S355JR,0.006071118820468513,DIN EN 10025,DEKL-S35SJR  / D2A KRA,0.9981561155500922,0.8055555555555555,0.29102844638949676,0.12639571237159447,Unknown,0.9230769230769229,2025-02-20 11:00
supplier_2,SHET,0.7847113884555483,1 company gmbh,S355JR,0.006071118820468513,DIN EN 10025,DEKL-S355JR  / D2A KRA,1.0,0.7997685185185185,0.5661925601750548,0.06342117016525234,Unknown,0.9230769230769229,2025-02-20 11:00
supplier_2,SHEET,0.7862714508580666,1 company gmbh,S35SJR,0.006071118820468513,DIN EN 10025,DEKL-S355JR  / D2A KRA,1.0,0.7997685185185185,0.5656455142231949,0.06297454220634212,FCA,0.9230769230769229,2025-02-20 11:00
supplier_2,SHEET,0.7878315132605849,1 company gmbh,S355JR,0.006071118820468513,DIN EN 10025,DEKL-S355JR  / D2A KRA,1.0,0.7997685185185185,0.5656455142231949,0.06297454220634212,FCA,0.9230769230769229,20/02/2025 11:00
supplier_2,SHEET,0.7893915756631031,1 company gmbh,S35SJR,0.006071118820468513,DN EN 10025,DEKL-S355JR  / D2A KRA,1.0,0.7997685185185185,0.5656455142231949,0.04376953997320232,FCA,0.9230769230769229,2025-02-20 11:00
supplier_2,SHEET,0.7909516380656214,1 company gmbh,S355JR,0.006071118820468513,DIN EN 10025,DEKL-S355JR  / D2A KRA,1.0,0.7997685185185185,0.5650984682713349,0.06342117016525234,FCA,0.9230769230769229,2025-02-20 11:00
supplier_2,SHEET,0.792511700468026,1 company gmbh,S355JR,0.006071118820468513,DN EN 10025,DEKL-S35SJR  / D2A KRA,1.0,0.7997685185185185,0.5656455142231949,0.06297454220634212,Unknown,0.9230769230769229,2025-02-20 11:00
supplier_2,SHEET,0.7940717628705443,1 company gmbh,S355JR,0.006071118820468513,DIN EN 10025,DEKL-S355JR  / D2A ASG,1.0,0.7997685185185185,0.5656455142231949,0.06297454220634212,Unknown,0.9230769230769229,2025-02-20 11:00
supplier_2,COIL_STRIP,0.67082683307342,1 company gmbh,HCT780X,0.7849089332176931,DIN EN 10338,HCT780X+ Z 150 MB OL  ,0.09316006673105628,0.0,0.3830913069425106,0.6519428316212595,FCA,0.9999999999999996,2025-02-25 16:00
supplier_2,Unknown,0.6739469578783428,1 company gmbh,Unknown,0.7849089332176931,DIN EN 10338,Unknown,0.09316006673105628,0.0,0.3830913069425106,0.631174631531934,FCA,0.9999999999999996,2025-02-25 16:00
supplier_2,COIL_STRIP,0.6833073322933387,1 company gmbh,HCT780X,0.7849089332176931,DIN EN 10338,HCT780X+ Z 145 MB OL  ,0.09333567477390464,0.0011574074074074403,0.3830913069425106,0.6244752121482805,FKA,0.9999999999999996,25/02/2025 16:00
supplier_2,COIL_STRIP,0.6817472698908205,1 company gmbh,HCT780X,0.7849089332176931,DIN EN 10338,HCT780X+ Z 145 MB OL  ,0.09324787075248045,0.0,0.3830913069425106,0.619562304600268,FCA,0.9999999999999996,25/02/2025 16:00
supplier_2,COIL_STRIP,0.6801872074883022,1 company gmbh,HCT780X,0.7849089332176931,DIN EN 10338,HCT780X+ Z 145 MB OL  ,0.09324787075248045,0.0,0.3830913069425106,0.6213488164359089,FCA,0.9999999999999996,25/02/2025 16:00
supplier_2,COIL_STRIP,0.6786271450858976,1 company gmbh,HCT780X,0.7849089332176931,DIN EN 10338,Unknown,0.09324787075248045,0.0011574074074074403,0.3830913069425106,0.609736489504243,FCA,0.9999999999999996,2025-02-25 16:00
supplier_2,COIL_STRIP,0.6770670826833793,1 company gmbh,HCT780X,0.7849089332176931,DIN EN 10338,HCT780X+ Z 145 MB OL  ,0.09324787075248045,0.0,0.3830913069425106,0.6222420723537294,FCA,0.9999999999999996,2025-02-25 16:00
supplier_2,COIL_STRIP,0.6755070202808611,1 company gmbh,HCT780X,0.7849089332176931,DIN EN 10338,HCT780X+ Z 150 MB OL  ,0.09316006673105628,0.0011574074074074403,0.3830913069425106,0.647029924073247,Unknown,0.9999999999999996,2025-02-25 16:00
supplier_2,COIL_STRIP,0.6723868954758245,1 company gmbh,HCT780X,0.7849089332176931,Unknown,HCT780X+ Z 145 MB OL  ,0.09316006673105628,0.0,0.3830913069425106,0.639213934792318,FCA,0.9999999999999996,2025-02-25 16:00
supplier_2,COIL_STRIP,0.6692667706709017,1 company gmbh,HCT780X,0.7849089332176931,DIN EN 10338,HCT780X+ Z 150 MB OL  ,0.09307226270963209,0.0,0.3830913069425106,0.6543992853952658,FCA,0.9999999999999996,2025-02-25 16:00
supplier_2,COIL_STRIP,0.6677067082683834,1 company gmbh,Unknown,0.7849089332176931,DIN EN 10338,HCT780X+ Z 150 MB OL  ,0.09307226270963209,0.0,0.3830913069425106,0.6530594015185351,FCA,0.9999999999999996,2025-02-25 16:00
supplier_2,COIL_STRIP,0.6661466458658651,1 company gmbh,HCT780X,0.7849089332176931,DIN EN 10338,HCT780X+ Z 145 MB OL  ,0.09307226270963209,0.0,0.3830913069425106,0.599910674408218,FKA,0.9999999999999996,2025-02-25 16:00
supplier_2,COIL_STRIP,0.6645865834633469,1 company gmbh,HCT780X,0.7849089332176931,DIN EN 10338,HCT780X+ Z 145 MB OL ,0.09307226270963209,0.0,0.3830913069425106,0.6016971862438589,FCA,0.9999999999999996,2025-02-25 16:00
supplier_2,Unknown,0.6630265210609423,1 company gmbh,Unknown,0.7849089332176931,DIN EN 10338,Unknown,0.09298445868820793,0.0,0.3830913069425106,0.6126395712371595,Unknown,0.9999999999999996,2025-02-25 16:00
supplier_2,COIL_STRIP,0.661466458658424,1 company gmbh,HCT780X,0.7849089332176931,DIN EN 10338,Unknown,0.09298445868820793,0.0,0.3830913069425106,0.611746315319339,FKA,0.9999999999999996,2025-02-25 16:00
supplier_2,Unknown,0.6177847113884809,1 company gmbh,S23SJR,0.0,DIN EN 10025,Unknown,0.2623584160154535,0.513888888888889,0.15426695842450777,0.0,FCA,0.46153846153846123,2025-02-21 11:00
supplier_2,SHEET,0.6131045241810398,1 company gmbh,S23SJR,0.0,DIN EN 10025,DEKL-S235JR  / D2A KRA,0.2621828079726052,0.616898148148148,0.0,0.09870477891916035,FCA,0.46153846153846123,2025-02-21 11:00
supplier_2,SHEET,0.6443057722309504,1 company gmbh,S500MC,0.820468343451866,DN EN 10149,DEKL-S500MC  / D2A UUE,0.6798665378874352,0.5069444444444443,0.42997811816192555,0.08968289414917374,FCA,0.46153846153846123,2025-02-21 11:00
supplier_2,SHEET,0.6427457098284322,1 company gmbh,S500MC,0.820468343451866,DIN EN 10149,DEKL-S500MC  / D2A UUE,0.6798665378874352,0.5069444444444443,0.42997811816192555,0.08923626619026351,FCA,0.46153846153846123,2025-02-21 11:00
supplier_2,SHEET,0.6099843993760032,1 company gmbh,C45E,1.0,DN EN 10083,C45E  / D2A EDR,0.10273070506629203,0.7962962962962962,0.5612691466083151,0.052657436355515855,FCA,0.46153846153846123,2025-02-21 11:00
supplier_2,SHEET,0.6115444617785215,1 company gmbh,C45E,1.0,Unknown,C45E  / D2A EDR,0.10273070506629203,0.7962962962962962,0.5612691466083151,0.06123269316659223,FCA,0.46153846153846123,2025-02-21 11:00
supplier_2,SHEET,0.6224648985960357,1 company gmbh,E335,0.019080659150043644,DIN EN 10025,DEKL-E335  / D2A BKR,0.38730353850206345,0.7997685185185185,1.0000000000000002,0.048682447521214825,FCA,0.46153846153846123,2025-02-21 11:00
supplier_2,SHEET,0.6349453978159545,1 company gmbh,S460MC,0.818733738074588,DIN EN 10149,DEKL-S460MC  / D2A REI,0.563438405478971,0.5787037037037036,0.5371991247264771,0.09200535953550693,FCA,0.46153846153846123,2025-02-21 11:00
supplier_2,SHEET,0.6365054602184728,1 company gmbh,S235JR,0.0,DIN EN 10025,Unknown,0.5672139784002107,0.8414351851851852,0.3451859956236325,0.08575256811076373,Unknown,0.46153846153846123,2025-02-21 11:00
supplier_2,SHEET,0.638065522620991,1 company gmbh,S500MC,0.820468343451866,DIN EN 10149,DEKL-S500MC  / D2A UUE,0.6798665378874352,0.5069444444444443,0.42997811816192555,0.08923626619026351,FKA,0.46153846153846123,2025-02-21 11:00
supplier_2,SHEET,0.6396255850233956,1 company gmbh,S500MC,0.820468343451866,Unknown,DEKL-S500MC  / D2A UUE,0.6798665378874352,0.5069444444444443,0.42997811816192555,0.02894149173738276,FCA,0.46153846153846123,2025-02-21 11:00
supplier_2,SHEET,0.6333853354134362,1 company gmbh,S460MC,0.818733738074588,Unknown,DEKL-S460MC  / D2A REI,0.563438405478971,0.5787037037037036,0.5377461706783371,0.08262617239839214,FCA,0.46153846153846123,2025-02-21 11:00
supplier_2,SHEET,0.631825273010918,1 company gmbh,Unknown,0.8169991326973118,DIN EN 10149,DEKL-S420MC  / D2A REI,0.5626481692861534,0.8067129629629629,0.5656455142231949,0.07994640464493077,FCA,0.46153846153846123,2025-02-21 11:00
supplier_2,SHEET,0.6255850234009586,1 company gmbh,DD11,0.25498699045966866,DIN EN 10111,Unknown,0.5176047062955483,0.798611111111111,0.4682713347921226,0.06520768200089326,Unknown,0.46153846153846123,2025-02-21 11:00
supplier_2,SHEET,0.6302652106085134,1 company gmbh,S420MC,0.8169991326973118,DIN EN 10149,DEKL-S420MC  / D2A REI,0.5626481692861534,0.8067129629629629,0.5656455142231949,0.035283608753908,FCA,0.46153846153846123,2025-02-21 11:00
supplier_2,SHET,0.6193447737909992,1 company gmbh,S235JR,0.0,DIN EN 10025,DEKL-S235JR  / D2A OEF,0.26508034067960307,0.4687499999999999,0.0,0.1397945511389013,FCA,0.46153846153846123,21/02/2025 11:00
supplier_2,Unknown,0.6271450858034768,1 company gmbh,S420MC,0.8169991326973118,DIN EN 10149,DEKL-S420MC  / D2A UUE,0.562472561243305,0.7997685185185185,0.5656455142231949,0.04600267976775346,FCA,0.46153846153846123,2025-02-21 11:00
supplier_2,SHEET,0.6287051482059951,1 company gmbh,S420MC,0.8169991326973118,DIN EN 10149,DEKL-S420MC  / D2A UUE,0.562472561243305,0.7997685185185185,0.5656455142231949,0.04510942384993301,FCA,0.46153846153846123,2025-02-21 11:00
supplier_2,Unknown,0.6240249609984403,1 company gmbh,S355MC,0.8135299219427576,DIN EN 10149,DEKL-S355MC  / D2A EID,0.3879181666520326,0.5092592592592592,0.29102844638949676,0.05046895935685573,Unknown,0.46153846153846123,2025-02-21 11:00
supplier_2,SHEET,0.614664586583558,1 company gmbh,S235JR,0.0,DIN EN 10025,Unknown,0.2621828079726052,0.616898148148148,0.0,0.018311746315319337,FCA,0.46153846153846123,2025-02-21 11:00
supplier_2,SHEET,0.6162246489859626,1 company gmbh,S235JR,0.0,DIN EN 10025,DEKL-S235JR  / D2A KRA,0.2621828079726052,0.616898148148148,0.0,0.09915140687807056,FCA,0.46153846153846123,2025-02-21 11:00
supplier_2,SHEET,0.608424336973485,1 company gmbh,C45,0.4032957502168255,DIN EN 10277:2018-09,C45CR+ARU  / D2A EDR,0.12125735358679426,0.10185185185185175,0.01422319474835887,0.09732023224653863,FCA,0.46153846153846123,2025-02-21 11:00
supplier_2,SHEET,0.6068642745710804,1 company gmbh,C45,0.4032957502168255,DIN EN 10277:2018-09,C45CR+ARU  / D2A EDR,0.12125735358679426,0.10185185185185175,0.01422319474835887,0.1088432335864225,FCA,0.46153846153846123,2025-02-21 11:00
supplier_2,SHEET,0.6209048361935174,1 company gmbh,S235JR,0.0,DIN EN 10025,DEKL-S235JR  / D2A REI,0.3399771709544297,0.7974537037037036,0.6203501094091903,0.064716391246092,FCA,0.46153846153846123,2025-02-21 11:00
supplier_2,Unknown,0.6411856474259139,1 company gmbh,S500MC,0.820468343451866,DIN EN 10149,DEKL-S500MC  / D2A UUE,0.6798665378874352,0.5069444444444443,0.42997811816192555,0.08923626619026351,FCA,0.46153846153846123,2025-02-21 11:00
supplier_2,COIL_STRIP,0.24960998439939885,1 company gmbh,CR380LA,0.4873859878196374,VDA 239-100,CR3GA45/45-E ZF 100 RC OL  / D2A VNK,0.006321889542541051,0.6516203703703703,0.3830913069425106,0.11697186243858865,FCA,0.0,2025-02-20 16:00
supplier_2,COIL_STRIP,0.2761310452418684,1 company gmbh,CR180BH,0.4873859878196374,VDA 239-100,CR180BHE+EG47/47EPO  / D1A UGP,0.005882869435420136,0.5555555555555555,0.3830913069425106,1.0,FCA,0.0,2025-02-20 16:00
supplier_2,COIL_STRIP,0.2652106084243542,1 company gmbh,CR180BH,0.4873859878196374,Unknown,CR180BHGI50/50-E Z 100 MC  / D2A POZ,0.008341382035297218,0.9363425925925924,0.3830913069425106,0.09602501116569898,Unknown,0.0,2025-02-20 16:00
supplier_2,COIL_STRIP,0.269890795631909,1 company gmbh,Unknown,0.2324371205550726,Unknown,DX54D+ Z 105 MC  / D3A KBK,0.00456580911405742,0.8344907407407406,0.3830913069425106,0.04497543546225993,FKA,0.0,2025-02-20 16:00
supplier_2,Unknown,0.2620904836194313,1 company gmbh,CR3,0.4873859878196374,VDA 239-100,CR3ZM35/35-U ZM 90 MB OL  / D2A VZC,0.00790236192817631,0.7592592592592592,0.3830913069425106,0.056677087985707905,FCA,0.0,2025-02-20 16:00
supplier_2,COIL_STRIP,0.2527301092044354,1 company gmbh,CR380LA,0.4873859878196374,VDA 239-100,CR3GA45/45-E ZF 100 RC OL  / D2A OZE,0.00640969356396523,0.6527777777777778,0.3830913069425106,0.08883430102724431,Unknown,0.0,2025-02-20 16:00
supplier_2,COIL_STRIP,0.246489859594476,1 company gmbh,CR180BH,0.4873859878196374,VDA 239-100,CR180BHZM40/40-E ZM 90 MC OL  / D2A VMB,0.006321889542541051,0.7175925925925924,0.3830913069425106,0.10893255917820455,FCA,0.0,2025-02-20 16:00
supplier_2,COIL_STRIP,0.24336973478943946,1 company gmbh,CR4,0.4873859878196374,VDA 239-100,CR4ZM35/35-U ZM 80 MB OL  / D2A VZC,0.006321889542541051,0.7881944444444443,0.3830913069425106,0.15582849486377848,Unknown,0.0,2025-02-20 16:00
supplier_2,COIL_STRIP,0.25429017160695366,1 company gmbh,Unknown,0.2705984388551599,DIN EN 10346,DX52D+ Z 100 MC  / D2A EIN,0.006585301606813587,0.9999999999999999,0.3830913069425106,0.09642697632871819,FCA,0.0,2025-02-20 16:00
supplier_2,COIL_STRIP,0.24804992199688058,1 company gmbh,CR4,0.4873859878196374,VDA 239-100,CR4ZM40/40-U ZM 85 MB OL  / D2A VZC,0.006321889542541051,0.6874999999999999,0.3830913069425106,0.06516301920500223,FCA,0.0,2025-02-20 16:00
supplier_2,COIL_STRIP,0.2511700468019171,1 company gmbh,CR180BH,0.4873859878196374,VDA 239-100,CR180BHZM40/40-E ZM 90 MC OL  / D2A VMB,0.006321889542541051,0.7187499999999999,0.3830913069425106,0.06962929879410451,FCA,0.0,2025-02-20 16:00
supplier_2,COIL_STRIP,0.25585023400935825,1 company gmbh,CR210BH,0.4873859878196374,Unknown,CR210BH GA45/45-U  / D2A UTE,0.006760909649661945,0.6180555555555555,0.3830913069425106,0.10451094238499331,FCA,0.0,2025-02-20 16:00
supplier_2,COILS_STRIP,0.26053042121691306,1 company gmbh,CR380LA,0.4873859878196374,VDA 239-100,CR3ZM35/35-U ZM 80 MB OL  / D2A VMB,0.007814557906752131,0.7152777777777778,0.3830913069425106,0.08570790531487271,FCA,0.0,2025-02-20 16:00
supplier_2,COIL_STRIP,0.2589703588143948,1 company gmbh,CR380LA,0.4873859878196374,VDA 239-100,CR3ZM35/35-U ZM 80 MB OL  / D2A VMF,0.007814557906752131,0.7592592592592592,0.3830913069425106,0.12456453774006254,Unknown,0.0,2025-02-20 16:00
supplier_2,COIL_STRIP,0.2574102964118765,1 company gmbh,CR210BH,0.4873859878196374,Unknown,CR210BHGA45/45-E ZF 95 RC OL  / D2A POZ,0.006760909649661945,0.6192129629629629,0.3830913069425106,0.13662349263063867,FCA,0.0,2025-02-20 16:00
supplier_2,COIL_STRIP,0.2418096723869212,1 company gmbh,CR3,0.4873859878196374,VDA 239-100,CR3ZM35/35-U ZM 85 MB OL  /  SAO,0.0061462814996926796,0.8124999999999999,0.3830913069425106,0.08258150960250112,Unknown,0.0,2025-02-20 16:00
supplier_2,COILS_STRIP,0.2355694227769618,1 company gmbh,HX180BD,0.7597571552471809,DIN EN 10346,HX180BD+ Z 100 MC OL  / D2A BDE,0.0025463166213012603,0.4814814814814815,0.3830913069425106,0.07230906654756587,FCA,0.0,2025-02-20 16:00
supplier_2,COIL_STRIP,0.23712948517948007,1 company gmbh,CR420LA,0.4873859878196374,VDA 239-100,CR420LAZM35/35-U ZM 80 MB  / D2A BSZ,0.003248748792694711,0.5914351851851852,0.3830913069425106,0.4207235372934346,FKA,0.0,2025-02-20 16:00
supplier_2,COIL_STRIP,0.24492979719195773,1 company gmbh,Unknown,0.4873859878196374,VDA 239-100,CR180BHZM40/40-E ZM 90 MC  / D2A SUN,0.006321889542541051,0.7187499999999999,0.3830913069425106,0.12148280482358195,FCA,0.0,20/02/2025 16:00
supplier_2,Unknown,0.23868954758199834,1 company gmbh,HX220BD,0.7640936686903732,DIN EN 10346,HX220BD+ Z 110 MC OL  / D2A VZC,0.005443849328299229,0.8449074074074073,0.3830913069425106,0.11652523447967844,Unknown,0.0,2025-02-20 16:00
supplier_2,Unknown,0.24024960998440292,1 company gmbh,DX51D,0.16305290546400641,DIN EN 10346,DX51D+ Z 95 MA  / D2A VFL,0.006058477478268501,0.3715277777777778,0.3830913069425106,0.11523001339883876,FCA,0.0,2025-02-20 16:00
supplier_2,COIL_STRIP,0.27145085803431357,1 company gmbh,CR380LA,0.4873859878196374,VDA 239-100,CR3GA45/45-E ZF 100 RC OL  / D3A OZE,0.006321889542541051,0.6527777777777778,0.3830913069425106,0.04104510942384994,FCA,0.0,2025-02-20 16:00
supplier_2,COIL_STRIP,0.27301092043683184,1 company gmbh,CR210BH,0.4873859878196374,VDA 239-100,Unknown,0.006234085521116865,0.6412037037037036,0.3830913069425106,0.09017418490397498,FCA,0.0,2025-02-20 16:00
supplier_2,COIL_STRIP,0.2745709828393501,1 company gmbh,Unknown,0.4873859878196374,VDA 239-100,CR210BHE 05 ZE 80/82  / D2A EID,0.006321889542541051,0.704861111111111,0.3830913069425106,0.09955337204108977,FCA,0.0,2025-02-20 16:00
supplier_2,COIL_STRIP,0.23400936037444353,1 company gmbh,HX180BD,0.7597571552471809,DN EN 10346,HX180BD+ Z 105 MC OL  / D2A REB,0.0018438844499078094,0.5682870370370371,0.3830913069425106,0.05801697186243859,FCA,0.0,2025-02-20 16:00
supplier_2,COIL_STRIP,0.23244929797192526,1 company gmbh,Unknown,0.4873859878196374,VDA 239-100,CR3GA45/45-E ZF 100 RC NIT  / D2A ZUN,0.001668276407059445,0.7395833333333334,0.3830913069425106,0.23050468959356854,Unknown,0.0,2025-02-20 16:00
supplier_2,Unknown,0.0218408736350284,1 company gmbh,DX51D,0.7623590633130952,Unknown,DX51D+ Z 100 MA  / D2A SIK,0.006585301606813587,0.1284722222222222,0.3830913069425106,0.11255024564537741,Unknown,0.2307692307692304,2025-02-21 11:00
supplier_2,COIL_STRIP,0.0078003120124776615,1 company gmbh,DX54D,0.2324371205550726,DIN EN 10346,DX54D+ Z 105 MB OL  / D2A SAO,0.0014048643427869018,0.7384259259259259,0.3830913069425106,0.06788744975435462,Unknown,0.2307692307692304,2025-02-21 11:00
supplier_2,COIL_STRIP,0.031201248050024333,1 company gmbh,CR270BH,0.4873859878196374,VDA 239-100,CR270BH GI60/60-U  / D2A UTZ,0.009921854420932477,0.9097222222222222,0.3830913069425106,0.12684234033050468,Unknown,0.2307692307692304,2025-02-21 11:00
supplier_2,COIL_STRIP,0.035881435257465455,1 company gmbh,Unknown,0.4873859878196374,VDA 239-100,CR5GI50/50-E Z 110 MC NIT OL  / D2A REQ,0.010536482570901742,0.7395833333333334,0.3830913069425106,0.1321572130415364,FCA,0.2307692307692304,2025-02-21 11:00
supplier_2,Unknown,0.045241809672461386,1 company gmbh,Unknown,0.4873859878196374,VDA 239-100,CR380LAGI50/50-U Z 100 MB OL  / D2A SAO,0.028887523048555616,0.34606481481481477,0.3830913069425106,0.06650290308173291,FCA,0.2307692307692304,2025-02-21 11:00
supplier_2,COIL_STRIP,0.018720748829991862,1 company gmbh,CR4,0.4873859878196374,Unknown,CR4GI40/40-U Z 90 MB OL  / D2A SAO,0.006321889542541051,0.8530092592592592,0.3830913069425106,0.08615453327378293,FCA,0.2307692307692304,2025-02-21 11:00
